property_id,property_name,city,state,site_review_count,site_review_rating
867592,Hotel ARK International,Kumbakonam,TamilNadu,9,3.5
735120,Rahella Guest House,Leh,JammuandKashmir,3,4.5
710840,God's Own Country Resort,Kovalam,Kerala,43,4
375314,S J Beach Hotel,Kovalam,Kerala,4,4
730093,Villa San Lawrenz,Lonavala,Maharashtra,31,3.5
354922,Hotel Nanda,Ludhiana,Punjab,10,3.5
726001,V Resorts Lake Alpi Kumbalgarh,Kumbhalgarh,Rajasthan,14,4.5
719478,Hotel Magnate,Lucknow,UttarPradesh,7,3.5
1328506,Hotel Alfa,Lucknow,UttarPradesh,,
739166,Harisree Residency,Kollam,Kerala,10,5
423290,Hotel Green Land DELSOL - Lonavala,Lonavala,Maharashtra,33,3
711089,Hotel Relax Inn,Korba,Chhattisgarh,11,3.5
715401,Nova Holidays Houseboat,Kumarakom,Kerala,,
723011,The Vijaya palace,Kollam,Kerala,4,3
1327744,OYO Rooms Mavoor Road Calicut,Kozhikode,Kerala,,
726734,Ashirwad Hotel,Lucknow,UttarPradesh,171,4.5
761010,UNA Comfort Lucknow Exotica,Lucknow,UttarPradesh,1,2
312924,Indraprastham Houseboats,Kumarakom,Kerala,,
708047,Yarlam Resort,Lachung,Sikkim,202,4.5
40852,Abad Whispering Palms,Kumarakom,Kerala,552,4
1343478,STARiHOTELS Gurdev Nagar,Ludhiana,Punjab,,
934620,Fenn Hall,Kottayam,Kerala,,
1328084,OYO Rooms Minto Park,Kolkata,WestBengal,,
957598,OYO Rooms Sealdah,Kolkata,WestBengal,,
1358888,OYO Rooms Near Income Tax Office Kota,Kota,Rajasthan,,
1328246,OYO Premium Lonavala Bus Stand,Lonavala,Maharashtra,,
714481,Hotel 47 Hill,Kullu,HimachalPradesh,8,3
327354,Blue Pine Resort,Lansdowne,Uttaranchal,221,4
1340572,Hotel Revathy International,Kumily,Kerala,5,3
743986,Sri Venkadaramana Towers,Kumbakonam,TamilNadu,11,4.5
719101,United 21 Island Paradise,Kollam,Kerala,2,3
725399,Reenam Hotel,Leh,JammuandKashmir,155,4.5
1331238,Hotel Shree Shyam Palace,Kota,Rajasthan,,
1325386,OYO Premium Airport City Centre 2,Kolkata,WestBengal,,
332494,Paradise Houseboat,Kumarakom,Kerala,,
717321,Hotel DVR Mansion,Kurnool,AndhraPradesh,64,4
717453,The Dreamboats,Kumarakom,Kerala,204,4.5
724757,Hotel Indian Summer,Ludhiana,Punjab,15,3.5
387518,Hotel Shelter Lucknow,Lucknow,UttarPradesh,27,3
1325170,Ranjana Heritage,Lucknow,UttarPradesh,6,3.5
1331270,OYO Rooms Kovalam Beach Front,Kovalam,Kerala,,
1327680,OYO Rooms Naka Hindola Chauraha,Lucknow,UttarPradesh,,
744524,Shilpa Regency,Kottarakkara,Kerala,,
159843,Fariyas Holiday Resort,Lonavala,Maharashtra,845,4
40825,Pearl Regency,Kottayam,Kerala,39,3
742660,Sahyadri Weekend Cottages,Kozhikode,Kerala,26,4.5
712428,Ojas Regency Homestay,Kufri,HimachalPradesh,1,1
45230,Hotel Lasermo Leh,Leh,JammuandKashmir,311,4.5
712902,Mystica Resort,Lonavala,Maharashtra,79,3.5
723779,Hotel Sky Desert,Leh,JammuandKashmir,4,3
1324976,OYO Rooms Chingrighata Crossing,Kolkata,WestBengal,,
719463,Nila Palace,Kollam,Kerala,10,3
40845,Kufri Holiday Resort,Kufri,HimachalPradesh,178,4
724457,Hotel Munjraal,Ludhiana,Punjab,,
711464,Stay Well Ayurvedic Beach Resort,Kovalam,Kerala,75,4.5
380370,Hotel Asma Tower,Kozhikode,Kerala,165,4
708762,Hotel Le Garden,Kumbakonam,TamilNadu,64,3.5
170355,The Centre Point,Chennai,TamilNadu,51,3.5
1345106,ibis Chennai City Centre,Chennai,TamilNadu,96,4.5
735806,Royal Chennai Residency,Chennai,TamilNadu,31,4
382652,Park Hyatt Chennai,Chennai,TamilNadu,669,4.5
733520,Hotel Mars Classic,Chennai,TamilNadu,74,2
870308,OYO Rooms Housing Board Chowk Manimajra,Chandigarh,Chandigarh,,
716438,Hotel Welcome Residency,Chandigarh,Chandigarh,1,2
40259,Hotel Shan Royal,Chennai,TamilNadu,30,3
716333,Galaxy Intercontinental,Bodhgaya,Bihar,8,3.5
1353580,OYO Rooms Royapettah US Consulate,Chennai,TamilNadu,,
1327586,OYO Premium T Nagar Habibullah Road,Chennai,TamilNadu,,
383678,Hanu Reddy - Near U S Consulate,Chennai,TamilNadu,187,4.5
755366,Hotel Mirage,Chandigarh,Chandigarh,3,4.5
868870,Palace Lodge Egmore,Chennai,TamilNadu,1,1
313320,Hotel Chail Residency,Chail,HimachalPradesh,152,4
722134,Bundi Vilas,Bundi,Rajasthan,252,4.5
729932,Amutha Residency,Chennai,TamilNadu,5,3
42152,Southern Crest,Chennai,TamilNadu,77,3.5
715613,Hotel Shagun Zirakpur,Chandigarh,Chandigarh,86,4
871110,Hotel Sangam Pacific,Chandigarh,Chandigarh,,
1327428,Hotel Vassi Palaze,Chennai,TamilNadu,,
714201,Ammu Palace-Near US Consulate,Chennai,TamilNadu,127,3.5
387474,The Palm-Thiruvanmiyur,Chennai,TamilNadu,,
867166,Sai Enclave,Chennai,TamilNadu,2,3.5
1329106,OYO Premium Sector 43 ISBT,Chandigarh,Chandigarh,,
1328924,OYO Rooms Sector 35 B Chandigarh,Chandigarh,Chandigarh,,
327543,Hotel Planet Grande,Chennai,TamilNadu,30,3
1328926,OYO Premium Porur DLF IT Park,Chennai,TamilNadu,,
744356,Mithran Residency,Chennai,TamilNadu,3,4.5
1336822,OYO Rooms Manimajra Housing Board,Chandigarh,Chandigarh,,
1337670,Hotel Felicity Inn St Thomas By Sky Stays,Chennai,TamilNadu,1,3
709385,Hotel North Park,Chandigarh,Chandigarh,20,4
934720,Buddha Bhumi Guest House,Bodhgaya,Bihar,,
724359,Hotel Panchavady Tower,Changanassery,Kerala,,
869754,Syening Service Apartment - Tambaram,Chennai,TamilNadu,,
1355560,New Masafi Guest House,Chennai,TamilNadu,,
869612,Westin Residency,Chennai,TamilNadu,,
40518,Hotel KC Crossroad,Chandigarh,Chandigarh,49,3.5
387364,KEK Annexure-1,Chennai,TamilNadu,28,3.5
725181,Saugaat Regency Hotel,Chandigarh,Chandigarh,1,4
354103,Hotel Lumbini International,Bodhgaya,Bihar,58,4
711088,Hotel Nai Haveli,Bundi,Rajasthan,,
355051,James Hotels Limited (Formerly Park Plaza Chandigarh),Chandigarh,Chandigarh,497,4
741252,Goldmine Hotel,Chennai,TamilNadu,19,2.5
380539,Hotel Pankaj,Chandigarh,Chandigarh,7,2.5
333282,Red Sun Service Apartment,Chennai,TamilNadu,49,3.5
721224,Remisha Service Apartments,Chennai,TamilNadu,,
1346334,OYO Rooms Sector 22C Aroma Lights,Chandigarh,Chandigarh,,
1324350,OYO Rooms Shimla Highway,Chandigarh,Chandigarh,,
709267,Hotel Bodhgaya Gautam,Bodhgaya,Bihar,88,3.5
717249,Hotel Rebirth,Chandigarh,Chandigarh,10,3.5
715900,Hotel R K Palace,Bodhgaya,Bihar,28,3.5
1323704,Vista Rooms at South Boag Rd,Chennai,TamilNadu,,
307061,Perfect Haven @ OMR,Chennai,TamilNadu,4,3.5
1323506,Vista Rooms at GST Road,Chennai,TamilNadu,,
1325284,Karuna Regent,Chennai,TamilNadu,2,4.5
378641,Mount Residency,Chennai,TamilNadu,37,3.5
1341450,NRS Royal Club,Chennai,TamilNadu,,
316298,Hotel Delta International,Bodhgaya,Bihar,36,3.5
388053,Suvi Transit Accommodation-Chrompet,Chennai,TamilNadu,5,3
868582,Opera Residency,Chennai,TamilNadu,8,3.5
166162,The Kings Hotel,Chennai,TamilNadu,47,3.5
165638,OMR Guest House,Chennai,TamilNadu,12,2.5
955002,OYO Rooms Alwarpet,Chennai,TamilNadu,,
1353936,Treebo Bluten,Chennai,TamilNadu,26,4
40256,Radha Regent-A Sarovar Hotel,Chennai,TamilNadu,397,4
47755,Hotel Pandian,Chennai,TamilNadu,146,3.5
1331870,Green Tree Serviced Apartment-T. Nagar,Chennai,TamilNadu,,
1354374,Treebo Mount Kailash Suites,Chennai,TamilNadu,18,4
717187,Chennai Residency T Nagar,Chennai,TamilNadu,5,3.5
1332212,STARiHOTELS Sas Nagar,Chandigarh,Chandigarh,,
713323,Hotel Metro 35,Chandigarh,Chandigarh,23,3.5
726369,Kings Cross Residency,Chennai,TamilNadu,20,4
737920,Hotel Sea Hawk,Champawat,Uttaranchal,,
378811,Hotel City Heart Chamba,Chamba,HimachalPradesh,16,4
722826,Hudson Hotels and Resorts,Chennai,TamilNadu,23,3
1345950,Vista Rooms at Medavakkam,Chennai,TamilNadu,,
741926,Hotel Lucky Plaza 2,Chandigarh,Chandigarh,,
710634,Hotel Mountview,Chandigarh,Chandigarh,239,3.5
721206,Marina Inn - Near Egmore Railway Station,Chennai,TamilNadu,90,3.5
1329442,STARiHOTELS Chattarpur Madhya Pradesh,Chattarpur,MadhyaPradesh,,
868618,Century Palace,Chennai,TamilNadu,4,3.5
1329102,OYO Premium Industrial Area Phase 2,Chandigarh,Chandigarh,,
244373,Frangi House,Chennai,TamilNadu,24,4
389533,Lloyds Guest House (North Boag) T- Nagar,Chennai,TamilNadu,2,4.5
52445,Hotel Melody,Chennai,TamilNadu,25,3
760892,Cloud Nine Service Apartment,Chennai,TamilNadu,3,4.5
40280,Hotel Maurya International,Chennai,TamilNadu,67,3
721607,Hotel Royal Palace,Chandigarh,Chandigarh,11,2.5
1358392,FabHotel OMR Sholinganullur,Chennai,TamilNadu,1,3
741060,Hotel Shashi International,Bodhgaya,Bihar,7,3
1360202,Executive Comfort Nandanam,Chennai,TamilNadu,6,3.5
423721,The IRIS,Chennai,TamilNadu,160,4
379199,Hotel Towns Pride,Chandigarh,Chandigarh,9,3.5
159245,Hotel Marc Royale,Chandigarh,Chandigarh,44,3
709483,Mahamaya Hotel,Bodhgaya,Bihar,16,3.5
712624,Sukruthi Inn,Chennai,TamilNadu,10,3.5
40247,Hotel Solitaire Chandigarh,Chandigarh,Chandigarh,76,3.5
42150,Hotel Oriental Inn- US Consulate,Chennai,TamilNadu,72,3.5
868750,Palmshore Residency,Chennai,TamilNadu,2,3.5
730470,Mala Inn- T Nagar,Chennai,TamilNadu,10,4
327455,Hotel Sakthi Grand,Chennai,TamilNadu,4,2
723942,Hotel Oscar Regency,Chandigarh,Chandigarh,6,2.5
1346332,OYO Rooms Chandigarh Ambala Highway Zirakpur,Chandigarh,Chandigarh,,
378542,Clarion Chennai,Chennai,TamilNadu,530,4
744090,14 Square Egmore,Chennai,TamilNadu,,
869844,The Lawns GST Road,Chennai,TamilNadu,,
166055,Shylee Niwas-Ochard Apartment,Chennai,TamilNadu,2,3.5
743612,Hotel Royal Castle,Chandigarh,Chandigarh,26,4
714840,Hotel Regal 45,Chandigarh,Chandigarh,38,3
712225,Southern Residency - OMR SIPCOT,Chennai,TamilNadu,10,4
741094,Grand Tiara By Traditions Inn,Chennai,TamilNadu,38,3.5
380240,Hotel Shiraaz - 2,Chandigarh,Chandigarh,3,4.5
730474,Metro Manor,Chennai,TamilNadu,21,3.5
1353576,OYO Rooms Virugumbakkam Chandra Mall,Chennai,TamilNadu,,
1325210,OYO Rooms Funcity Amusement Park,Chandigarh,Chandigarh,,
744230,Santhome Inn,Chennai,TamilNadu,16,4.5
867922,OYO Rooms Valasaravakkam Arcot Road,Chennai,TamilNadu,,
741894,Hotel Supremo,Chandigarh,Chandigarh,1,4
710767,Anand Resort,Bordi,Maharashtra,22,3
42878,The Raj Residency,Chennai,TamilNadu,140,1.5
40240,Hotel Kailash Palace,Chandigarh,Chandigarh,12,3
867756,OYO Premium Sector 8 Chandigarh,Chandigarh,Chandigarh,,
955876,Maha Bodhi Hotel Resort & Convention Centre,Bodhgaya,Bihar,,
729541,Ebu Palace - Near Arumbakkam Rly Station,Chennai,TamilNadu,,
744736,The Legends - Near US Consulate,Chennai,TamilNadu,23,3.5
384114,Hotel Golden Paradise,Chandigarh,Chandigarh,6,2
211262,Samudra Inn,Chennai,TamilNadu,67,3
327677,Apple Residency,Chennai,TamilNadu,22,2.5
1341698,NRS Royal Regency,Chennai,TamilNadu,0,3.5
724750,Sakthi Park Inn,Chennai,TamilNadu,2,1
719496,Phoenix Service Apartment Phase I,Chennai,TamilNadu,1,4
1331730,OYO Apartments Near Thiruvanmiyur Bus Depot,Chennai,TamilNadu,,
328078,Hotel Citi Heights,Chandigarh,Chandigarh,132,4
719041,Hotel Chandigarh Beckons,Chandigarh,Chandigarh,17,3.5
1332828,OYO Rooms Opposite Panchkula Industrial Area Zirakpur,Chandigarh,Chandigarh,,
724057,AVNB Towers- Near Int. Airport,Chennai,TamilNadu,27,3
1328898,The Ramgarh Heritage,Chandigarh,Chandigarh,9,5
714167,Hotel Pratap Plaza,Chennai,TamilNadu,74,4
1323698,Vista Rooms at Chennai Central Station,Chennai,TamilNadu,,
1326140,OYO Rooms T Nagar Periyar Salai,Chennai,TamilNadu,,
726731,Hotel Royal Park 22,Chandigarh,Chandigarh,50,4.5
42461,Hotel Embassy,Bodhgaya,Bihar,15,2
747176,Lucky Residency,Chennai,TamilNadu,1,1
1357912,Hotel Raaj Bhaavan,Chennai,TamilNadu,,
296340,Hotel White Palace,Chandigarh,Chandigarh,7,2.5
1326928,OYO Apartments Kodambakkam Directors Colony,Chennai,TamilNadu,,
741920,Hotel Silver Sands,Chandigarh,Chandigarh,,
955770,Star Boutique Guest House,Chandigarh,Chandigarh,13,4.5
171385,Savera Hotel,Chennai,TamilNadu,866,3.5
1331860,Pine Tree Boutique Hotel,Chennai,TamilNadu,9,3.5
730453,Mala Inn- CIT Nagar,Chennai,TamilNadu,,
1357130,Maruthi Residency,Chennai,TamilNadu,0,4.5
866038,Hotel Greens,Chennai,TamilNadu,15,3.5
1328978,OYO Rooms Chennai Trade Centre,Chennai,TamilNadu,,
744250,Maaruthi Vasantham,Chennai,TamilNadu,1,4
710564,Hablis Chennai,Chennai,TamilNadu,637,4
710824,The Hadoti Palace,Bundi,Rajasthan,135,4
868816,S J Guest House,Chennai,TamilNadu,0,3.5
732428,Hotel Rainbow - Near US Consulate,Chennai,TamilNadu,20,3.5
957246,OYO Premium Sector 17 Chandigarh,Chandigarh,Chandigarh,163,3.5
760760,Hotel Jhankar Mansion,Bundi,Rajasthan,5,4.5
171448,Le Park Inn,Chennai,TamilNadu,69,4
760974,Global Residency - Bed and Breakfast,Chennai,TamilNadu,41,5
383610,Kundanbazar Guest House,Bodhgaya,Bihar,102,4.5
42876,Hotel Zen Garden,Chennai,TamilNadu,59,2.5
1328960,OYO Premium Porur Off Ramachandra Medical Hospital,Chennai,TamilNadu,,
380325,Flamingo Chennai,Chennai,TamilNadu,44,3.5
1358704,Treebo SC Residency,Chandigarh,Chandigarh,,
868662,Sriji Residency,Chennai,TamilNadu,6,3
713544,Hotel Mandarin Zirakpur,Chandigarh,Chandigarh,32,3.5
52447,Hotel Chandra Park,Chennai,TamilNadu,149,3
1353668,OYO Apartments Nandambakkam Chennai Trade Centre,Chennai,TamilNadu,,
41639,The Accord Metropolitan,Chennai,TamilNadu,771,4
378820,Hotel Aroma Palace,Chamba,HimachalPradesh,13,3
1326424,OYO Premium Opposite Panchkula Bus Stand,Chandigarh,Chandigarh,,
385634,The Fern Residency Chandigarh,Chandigarh,Chandigarh,112,3.5
725161,Nathan's House Lodge,Chennai,TamilNadu,,
42879,Sangeetha Residency,Chennai,TamilNadu,37,2.5
377339,Hotel Rajshree,Chandigarh,Chandigarh,751,4.5
307060,Perfect Haven,Chennai,TamilNadu,16,3.5
711283,Hill Zill Resort,Bordi,Maharashtra,56,3.5
955356,OYO Rooms Ripon Building,Chennai,TamilNadu,,
330360,BKR Convention Centre-Annexe,Chennai,TamilNadu,3,2.5
380275,The Altius Hotel,Chandigarh,Chandigarh,117,4
378944,Hotel Oyster - A Corporate and Business Hotel,Chandigarh,Chandigarh,81,3.5
710525,Casba Farm Retreat,Chandigarh,Chandigarh,14,3.5
744552,Kings Serviced Apartments - Chamiers Road,Chennai,TamilNadu,8,3.5
375520,Raj Palace Hotel,Chennai,TamilNadu,73,3
1326924,OYO Rooms OMR Siruseri SIPCOT Industrial Park,Chennai,TamilNadu,,
330401,My Fortune Chennai,Chennai,TamilNadu,338,4
741408,S.S.P. Guest House,Chennai,TamilNadu,2,5
746172,Suma Guest House,Bodhgaya,Bihar,10,5
957170,OYO Premium Panchkula Bus Stand,Chandigarh,Chandigarh,23,3.5
718984,Yadavindra Gardens,Chandigarh,Chandigarh,6,3.5
40260,The Park Chennai,Chennai,TamilNadu,1173,3.5
40286,MGM Beach Resort,Chennai,TamilNadu,610,4
739770,Pleasant Days,Chennai,TamilNadu,54,4
327554,Hotel Royal Paris,Chennai,TamilNadu,21,2.5
760730,Hotel Sun City - Central Railway Station,Chennai,TamilNadu,29,4.5
171522,Kences Inn,Chennai,TamilNadu,11,2
709431,Jullundur Hotel,Chandigarh,Chandigarh,33,3.5
379928,Rajmahal Palace Hotel and Resort (67 KM from Bundi),Bundi,Rajasthan,18,4.5
42129,Hotel Grand Palace,Chennai,TamilNadu,58,2.5
737520,The Lotus Service Apartments - Venkatraman St,Chennai,TamilNadu,55,4
1325124,Deshna Abode,Chennai,TamilNadu,,
1330236,Nithra Guest House - Oragadam,Chennai,TamilNadu,,
1325352,Sree Devi Niwas Serviced Apartment Kodambakkam,Chennai,TamilNadu,14,3.5
379420,Ginger Chennai (Vadapalani),Chennai,TamilNadu,96,3.5
1326148,OYO Rooms Nungambakkam Near Apollo Hospital,Chennai,TamilNadu,,
956756,OYO Premium Egmore Railway Station,Chennai,TamilNadu,86,3
40295,VGP Golden Beach Resort,Chennai,TamilNadu,61,3
42872,Hotel Emerald Park,Chennai,TamilNadu,17,2
1331424,OYO Apartments Nungambakkam Gemini Flyover,Chennai,TamilNadu,,
1331460,OYO Rooms Near Tambaram Bus Stop,Chennai,TamilNadu,,
1329002,OYO Premium Arumbakkam Chennai,Chennai,TamilNadu,,
868718,Hotel Chennai Palace,Chennai,TamilNadu,1,3
741516,Vijaya Residency - Porur,Chennai,TamilNadu,15,4
423694,La Woods Hotel - Near US Consulate,Chennai,TamilNadu,231,4.5
735800,Orange Inn Guindy,Chennai,TamilNadu,10,2.5
724579,Emerald Manor,Chennai,TamilNadu,59,4
712161,Hotel The Chrome,Chennai,TamilNadu,2,2.5
159253,Park Plaza Chennai,Chennai,TamilNadu,45,3.5
730149,Velvet Clarks Exotica-Zirakpur,Chandigarh,Chandigarh,116,4
870314,OYO Premium Near Barbeque Nation Sector 26,Chandigarh,Chandigarh,,
388680,Peace Inn,Chennai,TamilNadu,89,4
719023,Hotel GK President,Chandigarh,Chandigarh,9,3.5
378577,Hotel Amara Chandigarh,Chandigarh,Chandigarh,42,4
1329212,OYO Premium Sector 34 Chandigarh,Chandigarh,Chandigarh,,
778390,Alka Motel,Bulandshahar,UttarPradesh,2,3.5
707606,JW Marriott Hotel Chandigarh,Chandigarh,Chandigarh,875,4.5
314561,Silky Resort,Chandigarh,Chandigarh,60,3
335127,Bhagavath Gardens,Chengannur,Kerala,5,2.5
955320,OYO Rooms T Nagar Off Pondy Bazaar,Chennai,TamilNadu,,
1332082,OYO Rooms Sector 11 Panchkula,Chandigarh,Chandigarh,,
388765,The Tulip Hotel,Chandigarh,Chandigarh,51,3.5
40279,Hotel Dee Cee Manor,Chennai,TamilNadu,57,2.5
866798,Broadlands Hotel,Chennai,TamilNadu,65,3.5
321156,Annsun Boutique Hotel,Chennai,TamilNadu,84,4
760630,Sky Home,Chennai,TamilNadu,,
710749,Haveli Braj Bhushanjee,Bundi,Rajasthan,139,4
869974,Turyaa Chennai,Chennai,TamilNadu,94,4.5
955864,Harsh & Yash Guest House,Bodhgaya,Bihar,,
714000,Hotel Absolute Comfort,Chandigarh,Chandigarh,36,4
40272,Fortune Select Palms,Chennai,TamilNadu,263,4
331871,Icon Boutique Hotel,Chandigarh,Chandigarh,124,4
171424,Tri Sea Residency,Chennai,TamilNadu,38,3
1331372,OYO Rooms Mylapore Luz Corner,Chennai,TamilNadu,,
726667,Hotel Aruna International,Chennai,TamilNadu,13,2.5
710884,Ishwari Niwas Heritage Resort,Bundi,Rajasthan,70,4
327534,Gem Inn Resort,Chennai,TamilNadu,8,3
387118,Tamarind KTDC Easy Hotel,Changanassery,Kerala,3,4
378866,Hotel Maathus,Chennai,TamilNadu,9,3
957164,OYO Rooms Near Kisan Bhavan Bus Stop,Chandigarh,Chandigarh,132,4
715342,Giridarshini Hotel,Chamarajanagar,Karnataka,32,4
741916,Hotel Pride,Chandigarh,Chandigarh,,
40224,Hotel Tathagat International,Bodhgaya,Bihar,37,3
713308,Hotel Himanis - Chandigarh,Chandigarh,Chandigarh,26,3.5
760654,Orion Residency,Chennai,TamilNadu,20,4
42156,Star City Serviced Apartments-Nungambakkam,Chennai,TamilNadu,12,3.5
871350,OYO Premium Sector 43 Chandigarh,Chandigarh,Chandigarh,,
1328948,OYO Rooms OMR Karapakkam near TCS,Chennai,TamilNadu,,
738618,Hotel Golden Plaza 2,Chandigarh,Chandigarh,,
207080,Lemon Tree Hotel Chennai,Chennai,TamilNadu,974,4
1331418,OYO Apartments Mylapore Luz Road,Chennai,TamilNadu,,
1336652,OYO Premium Piccadilly Chowk Sector 35 B,Chandigarh,Chandigarh,,
379926,Hotel Orbit,Chandigarh,Chandigarh,54,3.5
726218,Hotel Daawat,Chandigarh,Chandigarh,3,3
955280,OYO Rooms Guindy Olympia Tech Park,Chennai,TamilNadu,,
1326514,Highnest Bed and Breakfast,Chennai,TamilNadu,,
374923,KEK Accommodation,Chennai,TamilNadu,117,3
377500,Hotel Sea Rock inn,Daman,DamanandDiu,125,3.5
380018,Misty Mercara,Coorg,Karnataka,12,4
1347240,Lemon Tree Hotel Dahej,Dahej,Gujarat,5,5
50814,Hotel Pradhan,Darjeeling,WestBengal,25,3.5
1324808,Hotel Bloomfield,Darjeeling,WestBengal,8,4
1325980,OYO Rooms ISBT Dehradun,Dehradun,Uttaranchal,,
386799,Summit Yashshree Suite and Spa,Darjeeling,WestBengal,318,4
715368,Sabyatha Homestay,Chikmaglur,Karnataka,80,5
717191,Blue Stones Villas,Coimbatore,TamilNadu,1,4
333218,Chidambara Vilas - A Luxury Heritage Resort,Chettinad,TamilNadu,132,4.5
719879,Hema Homestay,Coorg,Karnataka,,
1325750,OYO Rooms Saharanpur Road,Dehradun,Uttaranchal,,
379421,Hotel Ashiana Regency,Dalhousie,HimachalPradesh,13,4
747668,Pratiksha River Retreat,Corbett,Uttaranchal,59,4
1326030,OYO Rooms Gokhale Street Cross Cut Road,Coimbatore,TamilNadu,,
40347,Pineridge Hotel,Darjeeling,WestBengal,67,3
711480,Meriyanda Nature Lodge,Coorg,Karnataka,123,4.5
1336922,Vibe Coimbatore by GRT Hotels,Coimbatore,TamilNadu,27,4.5
314543,Hotel Mahalakshmi Residency,Coorg,Karnataka,19,3.5
718614,Leisure Vacations Woodstock Villas,Coorg,Karnataka,86,4.5
378301,Nature Craft Homestay,Chikmaglur,Karnataka,71,4.5
382530,Rana Farm,Dehradun,Uttaranchal,,
378999,Tex Woods Resort,Chikmaglur,Karnataka,9,2.5
384894,Aahana The Corbett wilderness,Corbett,Uttaranchal,226,5
1325926,OYO Premium Bhilwara Road Chittorgarh,Chittorgarh,Rajasthan,,
946910,Hotel Sukh Sagar Inn,Deoghar,Jharkhand,4,4
387793,JS Planters Inn,Coorg,Karnataka,29,4
718277,Hotel Shivam Fort View,Chittorgarh,Rajasthan,11,2.5
1350220,OYO Rooms Bapuji Extention Kushalnagar Coorg,Coorg,Karnataka,,
1324674,Woodys Homestay,Coorg,Karnataka,,
1350236,OYO Homes Opposite Chamaraj Villa 1,Coorg,Karnataka,,
1351258,Kibbeil Holiday Retreat,Coorg,Karnataka,,
760762,Hotel Jessica Regency,Dalhousie,HimachalPradesh,,
1329900,Green View Rest House,Coonoor,TamilNadu,13,3.5
379058,Hotel Ratan Palace,Dehradun,Uttaranchal,5,2.5
739134,Corbett Call Resort by the Riverside,Corbett,Uttaranchal,15,3
719861,Hotel Aiba Regency,Coimbatore,TamilNadu,5,3.5
1326828,OYO Rooms Astley Hall,Dehradun,Uttaranchal,,
355323,Corbett Leela Vilas,Corbett,Uttaranchal,92,4.5
211445,Grand Plaza,Coimbatore,TamilNadu,71,3.5
724257,North Star Residency,Dehradun,Uttaranchal,34,4
1349980,OYO Rooms Opp KSRTC Depot Madikeri Coorg 2,Coorg,Karnataka,,
312100,R J Resort,Darjeeling,WestBengal,119,4
42310,Corbett Roop Resort,Corbett,Uttaranchal,33,3.5
354059,Cidade de Daman,Daman,DamanandDiu,264,3.5
955292,OYO Rooms Kodambakkam,Chennai,TamilNadu,5,4.5
354779,Hotel Monal,Dalhousie,HimachalPradesh,39,3.5
741338,Yogi Ram Inn,Cuddalore,TamilNadu,1,5
868938,Hotel Saroj Krishna,Chittoor,AndhraPradesh,6,2.5
317518,Serenity Corbett Resort,Corbett,Uttaranchal,84,4.5
745784,Hotel Soni Inn,Chittorgarh,Rajasthan,,
1330264,OYO Rooms Ashtley Hall Rajpur Road,Dehradun,Uttaranchal,,
707349,The Grand Regent,Coimbatore,TamilNadu,41,4
745158,Hotel Singapore International,Coimbatore,TamilNadu,2,3
711041,Toshali Ratnagiri Resort,Cuttack,Orissa,8,4
1345108,Ashiyana Homestay,Coorg,Karnataka,,
1325892,OYO Premium Corbett Jhirna,Corbett,Uttaranchal,,
42468,Hotel Aketa,Dehradun,Uttaranchal,354,4.5
1327936,Vandayar Hotel,Chidambaram,TamilNadu,95,4
1359078,SaffronStays Master's Paeridaeza,Dahanu,Maharashtra,,
716074,Corbett Tiger Huts,Corbett,Uttaranchal,7,3
709223,Hotel Dreamland,Darjeeling,WestBengal,17,3.5
388641,Leisure Vacations Alpinia Resort,Coorg,Karnataka,13,4
1344098,OYO Premium Devka Beach Garden 2,Daman,DamanandDiu,,
740730,Golden Harvest Homestay,Coorg,Karnataka,24,4.5
314283,Hotel Hill View,Coorg,Karnataka,101,3
329981,Corbett Adventure Resort,Corbett,Uttaranchal,106,4
720004,Birdsnchirps Homestay,Dalhousie,HimachalPradesh,330,4.5
315316,De Rock Jungle Living Resort,Coonoor,TamilNadu,95,4.5
718095,Bisen House,Dehradun,Uttaranchal,321,4.5
42215,Khush Alaya - A Sterling Resort,Darjeeling,WestBengal,92,3.5
1330274,Hiy Rooms in GCT Road,Coimbatore,TamilNadu,,
40325,The Solluna Resort,Corbett,Uttaranchal,520,4.5
720133,Horizon Heights Service Apartment,Coimbatore,TamilNadu,18,4
720094,Camp Corbett,Corbett,Uttaranchal,8,4
211354,Hotel Kodagu Plaza,Coorg,Karnataka,8,2.5
379067,Hotel Siddharth Paradise,Dehradun,Uttaranchal,,
1323780,Vista Rooms at GT Road,Coorg,Karnataka,,
1357124,STARiHOTELS Mohan Nagar Chhindwara,Chhindwara,MadhyaPradesh,,
957296,OYO Premium Coimbatore Railway Station,Coimbatore,TamilNadu,114,3.5
211547,The Competent Palace,Dehradun,Uttaranchal,43,3.5
747650,Hotel Bhaskara,Chittoor,AndhraPradesh,11,3.5
1324538,OYO Premium Rajpur Road CCD,Dehradun,Uttaranchal,,
314740,Viceroy Inn,Dehradun,Uttaranchal,42,3.5
735726,Hotel Corbett Tulsi Palace,Corbett,Uttaranchal,6,3
722157,The Pearl Grand,Dehradun,Uttaranchal,40,4.5
760728,Hermitage Resort,Darjeeling,WestBengal,34,4
720718,Jenney Residency,Coimbatore,TamilNadu,60,3.5
1347760,OYO Rooms Rink Mall 2,Darjeeling,WestBengal,,
388701,The Grand Park,Chidambaram,TamilNadu,31,2.5
